texto,label,emocion
siento que eso es una pieza valiosa de conocimiento del consumidor y un elemento de muchas ive añadido a mi bueno saber tiendas,1,alegria
"no creo que mi depresión que he estado sintiendo vaya a desaparecer durante la noche, pero creo que si empiezo a confiar más en dios y rezo más, él me ayudará a ver que no estoy solo.",1,alegria
he tenido un montón de hombres indiferentes en mi vida y todavía se siente extraño tener varios que llaman venir y llegar a mí cuando estoy en mis momentos más débiles,4,miedo
"me siento generoso, así que asumamos que los antiguos marlins igualan su temporada de mayor producción.",2,amor
"sin embargo, me divirtió que también llamó catártica a las últimas palabras famosas, creo que es una de esas personas a las que les gusta secretamente mychem pero no pueden admitirlo por temor a dañar su credibilidad musical.",1,alegria
estaba hablando por teléfono con una de mis mejores amigas el otro día y le dije que no me sentía exitosa.,1,alegria
finalmente permití mis sentimientos y los acepté y yo mismo el límite interno comenzó a disolverse comencé a ver cómo estaba proyectando mis sentimientos reprimidos y creando mucho dolor dentro y alrededor de mí.,1,alegria
me siento agitado hoy,4,miedo
he estado sintiéndome fenomenal recientemente porque tengo los mejores amigos del mundo a mi alrededor que me hacen sentir bien.,1,alegria
siento celos mezquinos o enojo ayer frente a la felicidad de mi esposa y nuestra decisión de acompañar un viaje con la escuela de mis hijos.,3,enojo
"sin embargo, luché con él y no sentí que fuera súper poderoso.",1,alegria
me siento revitalizado y lleno de ambición,1,alegria
yo tan necesitado y había faltado para hacer que el tiempo de costura me siento productivo,1,alegria
me siento como que he llegado a una meseta donde no estoy comprando tanto como yo uso y me siento más satisfecho con mi guardarropa y estilo personal,1,alegria
"realmente no lo espero de alguna manera me hizo sentir tímido, pero luego ha sido una parte del tiempo",4,miedo
"le dije a mi bebé que pateara o se moviera para que papá pueda sentirte como siempre lo hago y, por supuesto, mi lindo pastelito hizo lo que le dije y mi esposo se despertó de su sueño y nos reímos.",1,alegria
espero que te sientas un poco más glamoroso después de leer los amores de pinterest de hoy,1,alegria
no necesitaba ese recordatorio más sus palabras me hicieron sentir como si ella me viera como patético,0,tristeza
"solía nunca besar a nadie, pero he besado a diferentes personas en la última semana y media y no hace falta decir que me siento una pero cachonda",2,amor
estaba cansado de sentirme indefenso y quería tomar el control de la situación.,0,tristeza
conduje de regreso a la playa mirando la cosa en el asiento junto a mí sintiéndome muy deprimido.,0,tristeza
no siento que estoy siendo castigado por el pecado oculto en mi vida,0,tristeza
"los leo, es el único punto de mi día en el que me siento como un ser humano inteligente.",1,alegria
ive tenía mucha más energía no más slugging alrededor de sentirse letárgico después de comida para llevar masiva y atracones de choccy y mi piel comenzó a aclararse al instante,0,tristeza
yo era un forastero y nunca me sentí parte como yo era nuevo que me hizo sentir desalentado,0,tristeza
siento que aprender a no juzgar a la gente es lo más importante que podemos sacar de esta lectura.,1,alegria
no estoy estudiando porque me siento complaciente,1,alegria
"me identifico con ser independiente, a veces con una falla y estar atado todo el tiempo me hace sentir necesitado.",0,tristeza
i macho son estúpidos primero para los bebés llanto de mujer y debe superarlo y te sientes muy bien por poner a los hombres estúpidos en su lugar,1,alegria
"me siento poco impaciente, especialmente pensando en quién el sinvergenza vendrá a imponer su voluntad sobre mí.",3,enojo
odiaba sentirme inadecuado para satisfacer sus necesidades,0,tristeza
necesito ser para mí y las cosas que siento que es importante que mis hijos sepan,1,alegria
"me acerqué a la maestra y le dije que iba a salir por un segundo, realmente no me sentía demasiado bien.",1,alegria
"siento que puedo confiar en mis instintos más que en mi intelecto, pero empiezo a dudar de si mi intuición es tan aguda como debería ser.",1,alegria
"tengo una madre china, algunas hermanas chinas pasaron dos años muy importantes de mi vida en china, así que cuando alguien que sabe todo esto tiene una conversación como la de abajo conmigo, me siento bastante desesperada sobre el poder de la educación.",0,tristeza
creo que las personas que usan modales fulsome solo por razones sociales no están en la cima de la escala de la evolución humana y me siento herido por su comportamiento falso.,0,tristeza
siento que en este punto debería simplemente agregar mis sinceras disculpas a ella por tomar tanto tiempo para comprometer mi etiqueta a mi blog y entregar el bastón a otra persona para correr con ella.,1,alegria
he hecho una pausa a propósito que debo dar un paso atrás y reconocer por qué estoy caminando sintiéndome descontento y luego hacer los ajustes necesarios.,0,tristeza
hice esto todo un href http sensación aturdida,0,tristeza
sé que me ha afectado y la importancia de la belleza está tan arraigada en mí que no creo que deje de sentirme inadecuado de alguna manera por no estar a la altura de la visión estrecha e inalcanzable de la belleza de la sociedad.,0,tristeza
siento que debería escribir la compañía y decir que solo por esta razón necesitan ir más al este.,0,tristeza
"empiezo a sentirme menos agotada, las partes de la vida comienzan a parecer mucho más superables.",0,tristeza
"siento que charlie estaba siendo muy generoso al compartir el crédito de la escritura conmigo, ya que claramente podría haber hecho la música sin mí.",2,amor
"siento que no soy lo suficientemente sociable, así que para los amigos sabios, supongo que no extraño a la mayoría de ellos.",1,alegria
puedo pasar la prueba dos esta vez y me siento mucho mejor acerca de los exámenes principales en mayo del próximo año,1,alegria
"no estoy tan enojado y molesto como estaba en el día, pero me siento asustado ahora",4,miedo
"definitivamente sucumbió a las ventas previas a las vacaciones, pero me siento bien al entrar en la temporada de vacaciones, probablemente no debería decir eso, aunque",1,alegria
honestamente siento en el corazón que deberíamos ser fieles el uno al otro si es tu chica,1,alegria
me siento muy impresionado conmigo mismo porque fui dos direcciones a través de la fila superior y abajo de la columna izquierda,5,sorpresa
siento que algo maravilloso va a suceder,1,alegria
me siento realmente sorprendido a veces en lo que ive venir a través de los últimos meses,5,sorpresa
"me siento ansioso por seguir adelante, pero hasta ahora no me he aplicado completamente a ello.",1,alegria
no siento pena por la sabiduría sé cuántos sleep hui viven para ser ahora y el entusiasmo por el trabajo de construcción socialista de la nueva china,0,tristeza
me siento inquieto por alguna razón hoy,4,miedo
tecleo esto me siento como uno de esos desafortunados animales que queda atrapado en las lavadoras y de alguna manera sobrevive mucho más ligero andrajoso y medio muerto,0,tristeza
estoy sintiendo cachonda ahora mismo,2,amor
debo decir que este cambio de imagen ha sido todo el consumo junto con algunos cambios importantes en el trabajo compañeros de trabajo que tienen bebés y me siento como si hubiera sido una mujer negligente,0,tristeza
siento su mano de gracia sobre mi vida,2,amor
"necesito ser intencional para hacer más cosas como esa, creo que como madre a veces puede sentir que pierde parte de su personalidad, b c tan inteligente como lo son mis hijos, su sentido del humor es yo haciendo una cara tonta y persiguiéndolos por la casa como un monstruo.",1,alegria
"siento que hay otras opciones que no son tan violentas, probablemente más costosas pero igualmente inútiles, así que ¿cuál es el problema de mantener a nuestros hombres y mujeres fuera de peligro?",3,enojo
sé que necesito dormir sintiéndome insatisfecho conmigo mismo por lo que aún tengo que lograr en lugar de brillar con orgullo en todo lo que he hecho.,3,enojo
ya he dicho que soy uno de los muchos que se sienten amenazados y atacados por el gobierno y los medios de comunicación de hoy y he tenido que mirar fuera de mi propia pequeña vida.,4,miedo
"estoy contento de saber la razón de mi reciente lapso de cordura, pero todavía siento que quiero ir en un alboroto muy violento a la menor inconveniencia para mí",3,enojo
siento que la tenencia protege a muchos maestros que son inocentes.,1,alegria
siento que estoy destinado a ser socio de apoyo prestar una mano o un corazón y sin embargo me molesta este sentimiento,2,amor
me siento como me encantan todas las comedias románticas que tienen un tono mixto por lo que algunos de woody allen s trabajo obviamente y jim brooks y algunas de las películas más salvajes earl billy como el apartamento,2,amor
me siento aislado como si estuviera observando,0,tristeza
simplemente siento que lex te ha convencido de que eres algo que no eres martha dijo que sus ojos se ponían brumosos,1,alegria
"supongo que es natural exprimir cada media hora de los últimos cinco días para pasar el tiempo con la familia haciendo recuerdos y con amigos prometiendo más, pero se siente como la vida de otra persona de una manera insensible.",0,tristeza
saqué y le expliqué que no podía sentir mi pene o al menos sentirlo con más sensación que mi dolor de espalda o bolas palpitantes o pezones punzantes.,0,tristeza
me siento muy amargado por todo esto,3,enojo
"podría seguir y seguir en este momento sobre lo que hemos pasado este año y lo que ive aprendió lo que micah podría hacer cuando y tal, pero no lo haré porque este sería un libro y honestamente no me siento fabuloso hoy y micah ha estado lidiando con un resfriado gigante desde el jueves y estamos borrados",1,alegria
yo comer crudamente bondad me siento radiante,1,alegria
simplemente siento que los apoyo,1,alegria
"me siento abrumado por mi circunstancia en toda mi mera humanidad, recordaré que dios ha aterrizado aquí.",5,sorpresa
echo de menos la sensación de ser útil y de poder pensar en algo profesional o lo más cercano a ser apodado así,1,alegria
todavía estoy trabajando en cómo superar la sensación de privación al decir que no a los alimentos que están llenos de azúcar grasa,0,tristeza
"estaba encantado de tener ese resultado, pero como me sentía tan mal, ni siquiera podía celebrarlo hasta que comencé a sentirme mejor, lo que principalmente parece haber ocurrido con un aumento de la dosis de mi hormona de reemplazo de tiroides y estrógeno suplementario.",0,tristeza
"no puedo hablar por nadie más, pero estas actividades también me han ayudado a pasar de simplemente estar bien con ciertos compañeros de trabajo a sentirme amigable con ellos.",1,alegria
"sé que está mal, pero me siento feo",0,tristeza
no puedo blog si me siento inspirado y una vez que lo hago blog pierdo la inspiración,1,alegria
yo tampoco me sentiría tan optimista al respecto.,1,alegria
"llego a ese punto en el que a menudo siento que no tengo nada que perder, así que intentaré cualquier cosa y ese enfoque lúdico a menudo me lleva al siguiente nivel o es un buen momento para una siesta.",1,alegria
probablemente me sentiría mucho menos agotado si tuviera un esposo que pudiera regresar a casa después del trabajo y contribuir a las tareas de crianza y hogar.,0,tristeza
me emociona tanto que me gusta mucho,1,alegria
"me siento apático y letárgico con un toque de ansiedad como si hubiera algo que necesito hacer, pero no sé qué hacer.",0,tristeza
"todavía termino sintiéndome un poco aturdido por la sobrecarga sensorial pura después de pasar un tiempo prolongado en un área muy concurrida, pero hoy no fue demasiado malo y la buena compañía lo compensó con creces.",5,sorpresa
leí en el libro llamada la mujer consciente que de vez en cuando a lo largo de su día usted debe parar y cerrar los ojos y pensar en cualquier cosa que usted puede oír o ver u oler o sentir su clase de un experimento fresco,1,alegria
grito todos los días y todas las noches y nadie oye y mi cara está empezando a caerse y me siento ansioso y asustado todo el tiempo y no creo que sé lo que significa nada más,4,miedo
"estaba un poco acostado en mi brazo desaparecido jugando en la computadora, luego me levanté para dar vuelta a cenar, pero en el camino, los adjetivos de repente, esta sensación extraña en el pecho de mi cuello se sintió como un rebote de electricidad que me sorprendió o algo entonces mi pata izquierda",5,sorpresa
tengo ganas de terminar mi vida como una canción de dañado o algo así,0,tristeza
me siento todo cachonda por alguna razón oh espera yo sé ive tenía como chicos hablar conmigo sobre sexo y cosas un chico dave era como,2,amor
siento que estoy presenciando el nacimiento de un dm realmente increíble,1,alegria
"definitivamente me sentía nostálgica y estaba un poco triste cuando una de mis exposiciones favoritas, el salón de la vida oceánica, estaba cerrado.",2,amor
"siento que las piezas menos exitosas fueron mis dos portadas, ya que las imágenes que utilicé aquí fueron tomadas de fotogramas de películas.",1,alegria
"me di cuenta de que revisar constantemente mi teléfono y la multitarea me hacía sentir apresurado y harapiento en el momento en que llegué a mi destino, incluso si estaba hablando con alguien que realmente me gusta.",3,enojo
me siento honrado de haber tenido el puesto de director de orquesta con cantantes de cavatina,1,alegria
estoy harto de soportar este acoso constante porque eso es lo que es cuando te sientes amenazado y constantemente a la defensiva y estoy cansado de defenderme constantemente ante los demás.,4,miedo
incluso me siento bienvenido en su redil,1,alegria
me molesta que aquellos que compraron boletos y se sentaron a través de la proyección pudieran incluso encontrar distracción con escenas tan ofensivas y sonidos que brillaban ante ellos.,3,enojo
puedo ver una mejora dramática en mis habilidades en el dubied ya y siento que con la práctica podría producir un trabajo encantador en el futuro,2,amor
también he estado sintiendo foto amistoso últimamente como tengo tres coldsores en mi cara,1,alegria
me siento plenamente convencido de que los tatuajes son permisibles para los cristianos,1,alegria
espero que aquellos de ustedes que actauly encontraron esto y lo lean se sientan posiblemente inspirados para salir y comprar algunos de estos artículos o incluso pasar por el almacenamiento y ver qué ropa tuya guardó tu mamá y que todavía tengas la esperanza de encajar y mezclar tu guardarropa para este verano y divertirte un poco.,1,alegria
"me siento patético, no puedo aceptar el rechazo, ¿por qué no me llamas?",0,tristeza
me siento satisfecho si terminé de hacer mi revisión antes de los exámenes,1,alegria
me siento sintiéndome generalmente satisfecho y me inclino en el banco y tomo un cigarrillo georges iluminado para mí y me pregunta cómo te sientes hombre,1,alegria
"me siento tan patético que me agacho a ese nivel, pero realmente solo quiero ser feliz con lo que sea que tenga.",0,tristeza
me siento aventurero y mi cesta de lavandería,1,alegria
me siento un poco aventurero me puse el artista rojo del rouge del lápiz labial e intenso de compensar para siempre,1,alegria
me preocupa que mi instinto de no dejar caer aol que rápidamente sobre no confiar en verizon no era solo paranoia,1,alegria
"quiero decir delante de ti, pero la sensación de vergenza viene y mi boca es tonta no puede decir que te amo mucho, sé que no te gusto porque delante de tu ojo no me gusta lo que piensas en tu mente, pero esa no es una razón por la que no me amas bien",0,tristeza
me siento muy irritado y molesto hoy,3,enojo
siento que estoy condenado por el resto de mi vida,0,tristeza
me siento agitado y ansioso y simplemente extraño,4,miedo
realmente me siento vacilante,4,miedo
he pasado las últimas semanas sintiéndome un poco inseguro si lo harás.,4,miedo
lo recuerdo sintiéndome desanimado,0,tristeza
me siento tan cabreado que puedo morder un maldito tronco de árbol,3,enojo
llevo esta historia como una protección de sentir la vulnerabilidad de simplemente amar y depender de otro ser humano.,2,amor
me siento inútil y asqueroso y no puedo encontrar una cosa positiva sobre mí mismo.,0,tristeza
"siento que si les pido que se queden por mí, entonces soy el egoísta a pesar de que son los que hacen planes que saben que no puedo hacer con ellos.",3,enojo
"lo siento amma si te hice sentir mal, pero yo estaba siendo honesto",0,tristeza
me siento tan apasionado por la utopía es mi deseo de paz en esta tierra turbulenta,2,amor
descubrí esta sensación de ser un adulto exitoso cuando decido hacer y disfrutar de una comida que llega al lugar.,1,alegria
me siento vanidoso al informar de los acontecimientos cotidianos en mi vida,0,tristeza
me encanta el oso polar en el fondo sintiendo un poco de cámara tímida en este momento,4,miedo
ni siquiera tuve tiempo de sentir celoso estaba tan ocupado fijando sus fotos y escribiendo un href http nanashi,3,enojo
estoy golpeado por la enfermedad me siento como si yo soy una persona falsa que no podía vivir su verdad,0,tristeza
tengo la sensación de que mi planta pudo haber sido impactada por la temperatura,5,sorpresa
me siento agotado y totalmente agotado hoy,0,tristeza
comencé a sentir mi dolor en el brazo izquierdo,0,tristeza
me siento satisfecho y complacido después de obtener buenas calificaciones en exámenes o elogios de los maestros por un buen rendimiento.,1,alegria
"todavía me siento bien por el hecho de que soy más pequeña que ella ahora, pero ese no es el impulso que me trajo aquí.",1,alegria
estoy satisfecho con la última entrega y sintiendo un poco de melancolía,0,tristeza
"soy un sentimiento extremadamente positivo, una energía divina que solo puede llevar nuestro barco tembloroso a la orilla.",1,alegria
te aseguro marilla que tengo ganas de rezar esta noche y voy a pensar en una nueva oración especial a href http www,1,alegria
puedo mirar hacia atrás y sentirme satisfecho de haber salvado a todas esas culturas de un destino terrible y que mi tiempo dedicado al trabajo no fue en vano porque los resultados de mis esfuerzos beneficiarán a los estudiantes en las próximas décadas.,1,alegria
siento que es una necesidad que expreso mi sincera apreciación por todos sus esfuerzos,1,alegria
"todavía no me siento estos días, pero abrazarlos casi siempre me hace sentir un poco mejor.",1,alegria
yo me sentía bastante podrido,0,tristeza
no estaba sola o loca por sentirme tan descorazonada,0,tristeza
"me siento nervioso, pero él está en control muy pronto",4,miedo
"lo hice para trabajar, pero me siento un poco aturdido",0,tristeza
lo estoy sintiendo y realmente está bien,1,alegria
"de hecho, me siento esperanzado",1,alegria
me di cuenta de que algo estaba mal cuando empecé a sentir que todos me odiaban y estaban diciendo cosas sobre mí y solo querían hablar conmigo porque me compadecían.,3,enojo
también tengo una increíble comunidad de amigos y artistas que me siento aceptado por y con quien sé que pertenezco.,1,alegria
estoy sorprendido de que ella está sorprendido por lo que he dicho y empezar a sentirse consternado a medida que se vuelve cada vez más comprensivo en sus respuestas hacia mí,0,tristeza
me quedé sintiéndome un poco desanimado,0,tristeza
no me sentí enojado no me sentí amargado me sentí,3,enojo
"creo que hay presentaciones de calidad por ahí, pero los autores se ajustan más a escribir en géneros que sienten que serán aceptados por un editor.",1,alegria
siento que viene otro sueño violento y apuesto a que tiene algo que ver conmigo al ponerme un disfraz de santo.,3,enojo
"primero tuve cordelia no sentí una fuerte necesidad de correr, que es extraño para mí, pero ha vuelto",1,alegria
estoy sintiendo cada pedacito de la perra vengativa rencorosa que puedo ser a veces,3,enojo
"acabo de terminar un largo día de trabajo y me siento un poco sentimental y han pasado unas semanas, así que pensé en seguir aquí y escribir algunas palabras.",0,tristeza
realmente me siento como tratando de ser lindo todos los días,1,alegria
"siento que cada vez que blogueo estoy transmitiendo una historia sobre la maravillosa comida que tuve que sentarme y admirar, pero es un gran problema.",1,alegria
"me sentí tentado al principio a nombrar uno de los muchos proyectos que la arquidiócesis tiene en marcha que me apasionan, como la restauración de la catedral de san patricio o el plan estratégico para nuestras excelentes escuelas católicas.",2,amor
"conozco el entorno en el que vivo, todos sonreímos y educadamente saludamos, pero tengo mis momentos de sentirme absolutamente horrorizado por lo miope que puede ser la gente.",3,enojo
yo estaba hablando mucho de eso a mí mismo porque bien me siento muy descontento donde estoy en la vida,0,tristeza
me siento lo suficientemente egoísta como para comenzar esta hermosa bufanda para mí,3,enojo
me gusta salir con él es lo extrovertido que es lo que me hace sentir más a gusto porque soy un poco tímido,4,miedo
siento que algunas personas van un poco por la borda con una cara de pastel o simplemente demasiado y terminan pareciendo súper antinaturales.,1,alegria
"creo que ese marco de tiempo va bien, estoy interesado en ti, lo más probable es que podamos repetir esto una vez más y luego la mujer puede sonreírte y reclamar que la chica también ama.",1,alegria
me encanta esa sensación vertiginosa de encontrar a alguien un poco lindo y querer saber más sobre ellos,1,alegria
"creo que eso es exactamente lo enfermo que me encanta mi año en la escuela, pero todos se fueron al mismo tiempo, mientras que se siente muy triste dejar atrás a todos mis amigos de años en el departamento de música, así como el año con el que trabajé durante años y mis increíbles alumnos de violín.",0,tristeza
no recuerdo haberme sentido nunca despreocupada,1,alegria
"me sentía un poco desanimado porque estaba atascado, pero hoy me demostré a mí mismo que puedo hacer cosas que no pensé que podía hacer.",0,tristeza
aprendí mucho sobre el maravilloso mundo de beaubronz y siento que esta hermosa marca de bronceado encaja perfectamente con mi último mantra robado de mis pestañas de boudoir.,2,amor
"me siento inseguro de cómo manejar una nueva fase en la que uno de mis hijos está o me siento mal por cómo he manejado una situación, este libro es un claro recordatorio para mí de que mi trabajo es ayudar a enseñarles a cada uno cómo tomar buenas decisiones.",4,miedo
me sentía un poco decepcionado en realidad y en silencio deseando que estos todavía no estuvieran pavimentados ahora.,0,tristeza
me siento increíblemente decepcionado de mí mismo,0,tristeza
me siento muy bendecido y agradecido de que vivo en los estados unidos de américa con las libertades que disfrutamos y la oportunidad de votar mañana por nuestro próximo presidente.,2,amor
siento el frío más que él,3,enojo
me siento un poco vacilante sobre todo teniendo en cuenta mis dos experiencias pasadas y el hecho de que voy a comenzar una nueva novela mientras trabajo en mi wip actual porque siento que sería hacer trampa para contar las palabras en mi wip actual a pesar de que solo soy sobre palabras en él,4,miedo
me siento la necesidad de golpear uno de mis queridos fuera de mi lista para hacer espacio para hugh laurie aka dr,1,alegria
"cada vez me preocupo más no solo por mis futuras hijas, sino por todas las chicas que están tratando de sentirse aceptadas por los estándares del mundo.",2,amor
siento que necesito enfatizar que porque estaba muy impresionado con el color de la misma,5,sorpresa
puedo ofrecerte lo que se siente cariñoso contigo,2,amor
"estoy muy agradecida de que, aunque las cosas son un poco abrumadoras, él haya enviado personas a nuestras vidas para ayudarme a no sentirme tan neurótica.",4,miedo
lo siento pinging mi cerebro y no es agradable,1,alegria
no me siento todo lo que molesta por ella para ser honesto,3,enojo
"veo maravillosos padres piadosos cuidando de sus hijos, alabo a dios a pesar de que me siento celoso.",3,enojo
me siento muy mezquino en este momento porque estoy extremadamente enojado porque estoy quebrado en este momento y me molesta.,3,enojo
"estoy desgarrado por la situación porque sucede mucho, pero me han apoyado y siento que debería estar apoyándola de nuevo ahora",2,amor
siento que tuve suerte como un trébol de cuatro hojas,1,alegria
me siento tan privilegiado que dios hizo este plan para nosotros.,1,alegria
no siento que estoy insatisfecho porque no tengo cosas creo que estoy insatisfecho porque no mucho está cambiando en mí y todavía me siento mal a veces,3,enojo
no estoy seguro de cómo me siento.,5,sorpresa
me siento bastante oficial krupke y en algún lugar,1,alegria
siento que estoy sufriendo de un mal caso de solo quiero dormir la siesta,0,tristeza
el primer día que visité el hospital estaba disgustado porque experimenté olor ofensivo que nunca esperé que casi me escapé del curso,3,enojo
"tuve que hacerme un análisis de sangre ayer, así que tal vez me siento particularmente aficionado en este momento debido a la aguja del médico que estaba dentro de mí y el tiempo que pasé con la cabeza mareada de una mujer de diecinueve años que no comía carne.",2,amor
me siento abrumado y me siento derrotado,0,tristeza
estoy feliz de decir que me siento mucho más creativo de lo que tengo en mucho tiempo,1,alegria
"me siento un poco mal, no es tan malo como lo era hace dos semanas.",0,tristeza
he sido pateado en el estómago por el trastorno alimentario tantas veces que me siento un poco entumecido,0,tristeza
"siento que el núcleo de la canción la melodía debe ser respetada, así como las letras, pero el resto puede ser debe ser cambiado",1,alegria
escribo en este espacio me siento bastante nostálgico y mi mente regresa a los buenos viejos tiempos cuando usé esto como un refugio diario para estacionar mis aprendizajes y recuerdos.,2,amor
"subrayé que te hace sentir cada vez que escucho que él se refiere a mí como suyo o especialmente su precioso hijo, me siento tan maravilloso.",1,alegria
tengo un mal presentimiento sobre algo que debe ser respetado,1,alegria
"siento que está bien tener relaciones sexuales, pero debes ser plenamente consciente de lo que sucede debido a esa acción y saber sobre los diferentes tipos de protección que hay para prevenir el embarazo.",1,alegria
"no puedo hacerme sentir alegre, pero puedo concentrarme en lo positivo.",1,alegria
me siento juguetón voy a decirle a mi novio y si él no lo siente demasiado tal es la vida es su pérdida,1,alegria
expreso zooms con todas sus fallas y debilidades y entretengo sin parar de una manera bastante extraña donde te sientes bastante inadecuado de que algo no está completamente bien de que algo mejor se podría haber hecho con un poco de aplicación un poco de mejor narración.,0,tristeza
me siento bien me siento más consistente con mi entrega lanzando más golpes dijo liriano,1,alegria
"leí demasiado sobre el descubrimiento y la exploración en el salvaje oeste y, aunque siento que esos conceptos son preciosos al participar en ellos, a menudo yo mismo, este libro solo trae una sensación refinada cuando me siento en la silla durante un tiempo tranquilo.",1,alegria
me siento sospechoso si no hay nadie fuera como el rapto ha sucedido o algo así.,4,miedo
admito que me siento amargamente sorprendido de lo rápido que han tirado la toalla.,5,sorpresa
me siento tan tonta hablando de esto que me siento como una adolescente emo llorón que tiene tantos problemas y que está demasiado enamorada de su novio temporal,0,tristeza
me siento de ya no estar agobiado con los que tengo que dar la punta del pie alrededor y tener cuidado con lo que estoy diciendo o sintiendo es increíble,0,tristeza
quiero ser capaz de entrar en ella sin sentirse raro en un traje de baño,4,miedo
me siento muy abrumado,5,sorpresa
"siento que es dudoso, pero entonces de nuevo podría estar equivocado",4,miedo
"simplemente siento que no me gusta apoyar a walmart porque maceys tiene buenos valores familiares y está cerrado los domingos y no está tratando de hacerse cargo de las tiendas de mamá y papá, pero también tengo que ser un consumidor inteligente.",2,amor
me enojo con mi cerebro por disminuir la velocidad en el verano y me he frustrado porque mi trabajo no se hace y me olvido de las cosas y en la parte superior de ella me siento mal para una buena parte del año,0,tristeza
quiero que la chica que amo se sienta amada y sea amada,2,amor
iv solo se ha sentido extremadamente marginado e inseguro,4,miedo
me siento estúpido e incapaz y no sé lo que quiero hacer y el trabajo es estúpido y solo durante las próximas dos semanas y estoy cuestionando todo,0,tristeza
"supongo que se siente mal porque fue un poco escéptico de su dolor en los últimos meses, ella tuvo un hábito de hipercondría y exageración en el pasado, aunque nunca la cuestionó abiertamente al respecto.",4,miedo
tenía miedo de explotar mis músculos bloqueados en su lugar y todo lo que podía sentir eran las sensaciones absolutamente extáticas que estaban creando las manos de la hiedra.,1,alegria
me siento tan aliviado como finalmente sabía lo que estaba pensando cómo me sentía,1,alegria
"siento que toda la música tiene algún valor artístico, pero con tanta música por ahí es pop moderno realmente vale la pena invertir su tiempo en",1,alegria
me fui sintiéndome nostálgico y solo,2,amor
"quiero decir, como algo grupal, se sintió bien entrar allí y agregar algo relevante para nosotros, pero todavía no me siento realmente delicioso como una herramienta para mí.",1,alegria
supongo que se sentía bastante vacilante,4,miedo
"siento que hay personas muy inteligentes que pueden contar todos estos números, pero no soy uno.",1,alegria
recuerdo sentirme tan furioso con el tirador,3,enojo
me fui rubia me sentía aventurera y un poco perdida en quien era como persona,1,alegria
me siento tan terriblemente que he ignorado su dulce correo electrónico hasta ahora,0,tristeza
me siento raro por qué rara vez la gente come allí,4,miedo
me siento un poco aturdido esta mañana por no hablar de un dolor de cabeza,0,tristeza
"no sé, pero me gusta ver películas donde el dolor trasciende en mí como puedo sentir mi corazón dolorido o puedo llorar un cubo de lágrimas",0,tristeza
me siento inseguro de mi equilibrio,4,miedo
me las arreglé para poner fin a todas las cosas que había estado haciendo que me dejó sentir arrepentido y miserable todos los días,0,tristeza
"me siento generoso para que puedas elegir cualquier razón que te guste, pero asegúrate de seguir los consejos de tus sabias madres para que no sientas la necesidad de llevar todo esto a los tribunales.",1,alegria
me siento tan privilegiado de haber experimentado todos los lugares encantadores que he podido visitar a lo largo de los últimos años.,1,alegria
me siento cachonda y le pedí que me mostrara su cámara y ella me mostró y le pidió que me mostrara su cuerpo y hacemos un gran sexo cibernético ese día,2,amor
"dije anteriormente que se sentía ignorado desde que llegó el bebé, pero ahora está volviendo a la normalidad a medida que se le presta atención también.",0,tristeza
siento que debería tener un poco de vino o algo que me divertía,1,alegria
"siento que he estado esperando toda una vida para estar en esta experiencia en desarrollo, ya que siempre estoy emocionado de compartir lo que sea que estoy aprendiendo que se está desarrollando para que todos experimentemos con plena conciencia.",1,alegria
me siento artístico un href http boredwithquinn,1,alegria
"siento fuertemente que en este momento de mi vida ya no estoy deseando caminar por este camino en el que estoy y para ser sincero, no tengo ni idea de a dónde voy con mi vida desde aquí.",1,alegria
"me frustra que no camine flotando en el aire viendo lo bueno en cada bache de la acera, tropiezo en golpearme a mí mismo por sentirme inseguro y asustado.",4,miedo
"siento que la gente realmente no me quiere en su compañía, pero tampoco quieren herir mis sentimientos.",0,tristeza
creo firmemente que no debería tener que gastar mucho para sentirse fantástico y me encanta mezclar robos de estilo con artículos de gama alta.,1,alegria
siento que me horrorizó ver un apóstrofe mal utilizado en la bbc y una ortografía incorrecta en itv la semana pasada,3,enojo
"sigo volviendo a él, pero se siente terriblemente egoísta de mí sentir este bajo este negativo cuando hay tantos en posiciones mucho peores que yo",3,enojo
entonces me pregunto si la chica quiere casarse conmigo y contemplar ese sentimiento un poco descorazonado,0,tristeza
tomé un sorbo esta noche y me siento agradablemente suave,1,alegria
estoy diciendo que me siento impotente ahora que tengo que caminar sobre los dedos de los pies,4,miedo
me sentí dudosa y la imagen que apareció en mi mente fue de lidiar con un gran nudo en el cordón de mis zapatos y luego sentirme frustrada.,3,enojo
me siento aborrecible por decir eso,3,enojo
siento que necesito enfrentarme al mundo y dejar de tener miedo de las repercusiones.,4,miedo
me siento un poco abrumado aquí recientemente,5,sorpresa
creo que cada vez que nos mudamos a un nuevo lugar que tenía que encontrar alguna manera de sentirse aceptado,1,alegria
me siento como el individuo más ingenuo sobre la faz del planeta en este momento.,0,tristeza
"quiero decir que me siento aún más disgustado conmigo mismo después de que ive se mudó aquí cuando generalmente solo estoy disgustado con la raza humana en general, algo así.",3,enojo
he estado ocupado complacer a la gente que actualmente me siento tan arrepentido de hoy,0,tristeza
me siento como una hoja en blanco,0,tristeza
estaba comprando ropa que me hacía sentir incómoda solo por lo que me aceptaron,1,alegria
siento que tienes que ser muy seguro de sí mismo con el fin de hacer eso,1,alegria
siento que me perdí tanto que quiero absorber todo lo que pueda,0,tristeza
